ID,screen_name,name,text,hashtags,statuses_count,followers_count,friends_count,created_at,urls
1248096262395580416,rollrbaggoddess,The Rollerbag Goddess,"RT @juliettekayyem: Wimbledon paid for pandemic insurance for the last 17 years.  Due to 2020 #coronavirus cancellation, they will receive…","[{'text': 'coronavirus', 'indices': [94, 106]}]",8010,1308,976,2020-04-09 03:51:52,[]
1248096262315892736,shysuns,Gloria ☀️,"RT @JeffCMays: If New York City is the epicenter of the #coronavirus outbreak in the country, minorities and people in the city’s poorest n…","[{'text': 'coronavirus', 'indices': [56, 68]}]",19464,114,314,2020-04-09 03:51:52,[]
1248096261934366726,abramson1234,Brenda Abramson 🇺🇸,RT @funder: .@fred_guttenberg has a message about the Masks Now coalition for everyone—let’s make it viral! #coronavirus  https://t.co/SvFH…,"[{'text': 'coronavirus', 'indices': [108, 120]}]",320848,11474,12327,2020-04-09 03:51:52,[]
1248096261670088704,ProfAGrandBeta,MP,"RT @CgtTuifrance: #coronavirus 
""Augmentation du Smic , et interdiction des licenciements, arrêt des activités non essentielles, non versem…","[{'text': 'coronavirus', 'indices': [18, 30]}]",15168,219,883,2020-04-09 03:51:51,[]
1248096261451857920,mglessman,Deplorable mglessman,"RT @zeusFanHouse: #Coronavirus #pandemic creates new criminal class in America

You simply won't believe who police r arresting amid this n…","[{'text': 'Coronavirus', 'indices': [18, 30]}, {'text': 'pandemic', 'indices': [31, 40]}]",309284,24910,23811,2020-04-09 03:51:51,[]
1248096256850890753,mplusit,Monica🤲🏾,"🙄
I miss our dysfunctional normality. This new level of dysfunction is confusing at times. 
#COVID19 
#coronavirus… https://t.co/TSlKsX87f2","[{'text': 'COVID19', 'indices': [92, 100]}, {'text': 'coronavirus', 'indices': [102, 114]}]",1511,119,697,2020-04-09 03:51:50,"[{'url': 'https://t.co/TSlKsX87f2', 'expanded_url': 'https://twitter.com/i/web/status/1248096256850890753', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]"
1248096256787910656,sevenbowie,CALL: 202-224-3121,RT @dimbiddy: @maddow ‘Adapting’ to #Coronavirus is playing Russian Roulette with an invisible adversary that you have no idea where it is.…,"[{'text': 'Coronavirus', 'indices': [36, 48]}]",379869,11424,10504,2020-04-09 03:51:50,[]
1248096256477597701,nadia4u85,Nadia L,"RT @meekwire: BREAKING @ABCInvestigates — Intelligence reports warned of #coronavirus crisis as early as November: Sources

https://t.co/Z2…","[{'text': 'coronavirus', 'indices': [73, 85]}]",20884,320,268,2020-04-09 03:51:50,[]
1248096256330612736,tikaphilippines,TİKA Philippines,"📌 We rolled up our sleeves in the hospitals we built to support the global fight with #coronavirus.

📌We shared the… https://t.co/6bmuqs8lNE","[{'text': 'coronavirus', 'indices': [86, 98]}]",663,403,132,2020-04-09 03:51:50,"[{'url': 'https://t.co/6bmuqs8lNE', 'expanded_url': 'https://twitter.com/i/web/status/1248096256330612736', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]"
1248096255886098432,LiaNkrumah1,Lia Nkrumah #RendaBasicaJa,RT @observint: Os trens voltaram a chegar e partir novamente da estação de #Wuhan nesta quarta-feira (8). O primeiro trem a sair da cidade…,"[{'text': 'Wuhan', 'indices': [75, 81]}]",7213,18,177,2020-04-09 03:51:50,[]
1248096255764389888,laviejita34,Maria Elena Pinto,"RT @PalmieriWaelti: #NewProfilePic
New look culpa del pinchi. #coronavirus https://t.co/JvS8s4yjBx","[{'text': 'NewProfilePic', 'indices': [20, 34]}, {'text': 'coronavirus', 'indices': [62, 74]}]",10454,1803,713,2020-04-09 03:51:50,[]
1248096255697457157,ags_creador_054,Anibal Garcia,"RT @madeleintlSUR: Primero no ordenas, solo en twiter y segundo, es la manera de invocar una invasión #EEUU está desquiciada, el #coronavir…","[{'text': 'EEUU', 'indices': [102, 107]}]",48340,544,624,2020-04-09 03:51:50,[]
1248096255210856448,larita_antonela,lari alderete,"RT @infobae: “ME DA MUCHA TRISTEZA QUE SE NOS MALTRATE”
Macarena Alimón es ginecóloga del hospital Ricardo Gutiérrez de La Plata y grabó es…",[],15063,160,328,2020-04-09 03:51:50,[]
1248096255160524801,DearDesigns,💐Deidre,"RT @Jim_Jordan: House Democrats are already demanding that illegal immigrants receive benefits in the next #coronavirus aid package. 

Seri…","[{'text': 'coronavirus', 'indices': [107, 119]}]",229549,3861,2309,2020-04-09 03:51:50,[]
1248096254703304712,lumar33,lmlaw🌎🌊🕘,"RT @juliettekayyem: Wimbledon paid for pandemic insurance for the last 17 years.  Due to 2020 #coronavirus cancellation, they will receive…","[{'text': 'coronavirus', 'indices': [94, 106]}]",152518,10001,10049,2020-04-09 03:51:50,[]
1248096253797453827,BlueSta20573565,Blue Star,RT @Seasaver: 'Wild animals at risk of extinction due to human exploitation were found to carry over twice as many viruses that can cause h…,[],194,2,35,2020-04-09 03:51:50,[]
1248096253562535938,sarubo,Sarubo,"RT @feltrinoficial: Em apoio a quarentena, Netflix divulga séries de empresas rivais @NetflixBrasil  #streaming #feltrin #ooops #coronaviru…","[{'text': 'streaming', 'indices': [101, 111]}, {'text': 'feltrin', 'indices': [112, 120]}, {'text': 'ooops', 'indices': [121, 127]}]",165715,11324,392,2020-04-09 03:51:50,[]
1248096252971167746,izme_b,izme.josh.b,"RT @peterdaou: So #coronavirus showed us...

They CAN give everyone health care and a living wage.

They CAN forgive people's debts.

They…","[{'text': 'coronavirus', 'indices': [18, 30]}]",24,4,56,2020-04-09 03:51:49,[]
1248096252799201280,J_Decker84,Josh Decker,RT @FrankLuntz: ABC News cited two “sources” today saying that Trump had received an intel briefing in November 2019 warning of an impendin…,[],10547,839,1222,2020-04-09 03:51:49,[]
1248096252719329282,Abigail50924167,Abigail Flores,"RT @icathi: Nu  ´bu gi fadi ni nzaki gi fadi nu´u ni meni  ´ne nu´u mi´ ´na (Otomí) ¡Si cuidas tu salud, cuidas la de tu familia y la de lo…",[],7576,27,60,2020-04-09 03:51:49,[]
1248096252509794304,XCIII_moNctzen,Filsan ~ ACNH 🏝FRIENDS CODE PINNED,RT @StephenMcDonell: 2. #Wuhan lit up its skyline at midnight tonight to mark the end of the city’s #coronavirus lockdown. #China Central T…,"[{'text': 'Wuhan', 'indices': [24, 30]}, {'text': 'coronavirus', 'indices': [100, 112]}, {'text': 'China', 'indices': [123, 129]}]",33621,505,328,2020-04-09 03:51:49,[]
1248096252392124419,DrMededi,Satish Mededi,"RT @KTRTRS: Telangana healthcare startup @NetworkPulse has come out with an innovative solution for #Coronavirus detection 👍

The new Pulse…","[{'text': 'Coronavirus', 'indices': [100, 112]}]",6,7,71,2020-04-09 03:51:49,[]
1248096251532447747,klauferna1,Claudia Fernanda,RT @CARLOSFMEJIA: Los corruptos no perdonan ni una crisis para hacer de las suyas. Contralor denuncia que se han robado más de $80 mil mill…,[],3540,392,647,2020-04-09 03:51:49,[]
1248096251268206596,Sidrainam7,Sidra inam,RT @Globalpoliticss: Aerial footage of #Florida shows hundreds of residents risking possible #coronavirus exposure - lining up for unemploy…,"[{'text': 'Florida', 'indices': [39, 47]}, {'text': 'coronavirus', 'indices': [93, 105]}]",6574,291,341,2020-04-09 03:51:49,[]
1248096250395791360,InnoniMouss,Inonni Mouss,"RT @DrGJackBrown: Current Mortality Rates:

World = 5.8% (rising)
US = 3.40% (rising)
Spain = 9.98%
Italy = 12.67%
Germany = 2.07%
France 9…",[],12443,612,3046,2020-04-09 03:51:49,[]
1248096250269847552,MrNoahItALL,Mr. NoahItALL!,RT @Jimcorrsays: Sweden has protected its own people and contained the #Coronavirus while AVOIDING any lockdown of its economy. Most of Eur…,"[{'text': 'Coronavirus', 'indices': [71, 83]}]",180782,1153,1963,2020-04-09 03:51:49,[]
1248096250043473922,mauCaguilar,Mr. Fernando,"Por acá les comparto información que recopilé y sería importante retomar sobre el COVID-19, con la finalidad de con… https://t.co/gWd3lamJBc",[],8916,368,1000,2020-04-09 03:51:49,"[{'url': 'https://t.co/gWd3lamJBc', 'expanded_url': 'https://twitter.com/i/web/status/1248096250043473922', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]"
1248096249984802816,trujillana1,gl valera,RT @infobaeamerica: “Un lobo con piel de cordero”: científicos descubrieron cómo hace el #coronavirus para engañar al cuerpo humano https:/…,"[{'text': 'coronavirus', 'indices': [89, 101]}]",43353,467,1391,2020-04-09 03:51:49,[]
1248096248797761539,bloggeryanke,Blogger yanke,"American rapper, Cardi B has lamented over not having all the sex she desires because of the #lockdown in the Unite… https://t.co/8jMGXWuNWr","[{'text': 'lockdown', 'indices': [93, 102]}]",9053,7326,5959,2020-04-09 03:51:48,"[{'url': 'https://t.co/8jMGXWuNWr', 'expanded_url': 'https://twitter.com/i/web/status/1248096248797761539', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]"
1248096248604823559,CucutaDenuncia,Cúcuta Denuncia,"#Recomendado

Los invito a ver los gráficos de muchos países, para entender el ciclo del #coronavirus y las especta… https://t.co/MPlaAlHLMX","[{'text': 'Recomendado', 'indices': [0, 12]}, {'text': 'coronavirus', 'indices': [89, 101]}]",71750,29204,7098,2020-04-09 03:51:48,"[{'url': 'https://t.co/MPlaAlHLMX', 'expanded_url': 'https://twitter.com/i/web/status/1248096248604823559', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]"
1248096247937974272,waltthomas64,MADD VIKINGS,"RT @thewebbix: From 2015 — a glimpse at where the VIRUS actually began to spread. 

We suspected it would be deadly. But maybe it’s much wo…",[],15571,7249,7371,2020-04-09 03:51:48,[]
1248096247686168578,Rajali1910,Naga the seeker - Proud Hindu,RT @Voice_For_India: Sickening that people are criticizing @narendramodi on his #coronavirus actions. He took early actions just like @real…,"[{'text': 'coronavirus', 'indices': [80, 92]}]",20431,160,537,2020-04-09 03:51:48,[]
1248096247174418432,156Richard,Richard,"RT @hughriminton: As Business leaders push for #coronavirus #COVID19 restrictions to ease, a reminder from Health Min ⁦@GregHuntMP⁩ “herd i…","[{'text': 'coronavirus', 'indices': [47, 59]}, {'text': 'COVID19', 'indices': [60, 68]}]",75052,3278,4909,2020-04-09 03:51:48,[]
1248096245748391938,thalapathyprVn,Praveen Kumar,"RT @PTTVOnlineNews: #JUSTIN தன்னை யாரும் சிக்கலில் மாட்டிவிட வேண்டாம் 

* பிரதமர் மோடியை கவுரவிக்க அனைவரும் 5 நிமிடங்கள் எழுந்து நில்லுங்க…","[{'text': 'JUSTIN', 'indices': [20, 27]}]",2331,22,244,2020-04-09 03:51:48,[]
1248096245727604739,SIN24Horas,Noticias SIN,"#ENTREVISTA Especialista analiza tendencia de la expansión del coronavirus en el país. 

#NoticiasSIN #SIN… https://t.co/eq3kmCK2QC","[{'text': 'ENTREVISTA', 'indices': [0, 11]}, {'text': 'NoticiasSIN', 'indices': [89, 101]}, {'text': 'SIN', 'indices': [102, 106]}]",405200,1224918,643,2020-04-09 03:51:48,"[{'url': 'https://t.co/eq3kmCK2QC', 'expanded_url': 'https://twitter.com/i/web/status/1248096245727604739', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [108, 131]}]"
1248096245161152512,CindyAndNadine,Cindy Andrews,"RT @BlueOklahoma: **** Please #RETWEET!!! ****

6 weeks ago, America had 15 cases of #Coronavirus. Trump claimed it would ""soon be ZERO.""…","[{'text': 'RETWEET', 'indices': [30, 38]}, {'text': 'Coronavirus', 'indices': [85, 97]}]",89524,3184,2587,2020-04-09 03:51:48,[]
1248096244540432386,YellowBirdSkies,YellowBird,"RT @ZackFinkNews: NEW: @NYGovCuomo says 6,268 New Yorkers have lost their lives to #coronavirus in New York State, more than twice the 2,75…","[{'text': 'coronavirus', 'indices': [83, 95]}]",37482,1052,4130,2020-04-09 03:51:47,[]
1248096244372664321,vaibhavchugh,Vaibhav Chugh,"RT @bsindia: The government has to borrow Rs 4.88 trillion in the first half in this environment, which is getting increasingly difficult o…",[],5575,2618,1084,2020-04-09 03:51:47,[]
1248096244335030272,JorgeVidalU,JORGE ALFREDO VIDAL,RT @Sismos_UCHILE: Disminución de actividad humana por #cuarentena redujo el ruido sísmico en diversas ciudades del mundo. Revisa esta inte…,"[{'text': 'cuarentena', 'indices': [55, 66]}]",10777,4693,905,2020-04-09 03:51:47,[]
1248096244158713856,waitstil,GI 🦋,"#Obesity is a major risk factor for those with #coronavirus, says France's chief #epidemiologist. https://t.co/8YDLgZpjSn","[{'text': 'Obesity', 'indices': [0, 8]}, {'text': 'coronavirus', 'indices': [47, 59]}, {'text': 'epidemiologist', 'indices': [81, 96]}]",609,16286,15797,2020-04-09 03:51:47,"[{'url': 'https://t.co/8YDLgZpjSn', 'expanded_url': 'https://twitter.com/JohnRTMonsonMD/status/1248052950519418882', 'display_url': 'twitter.com/JohnRTMonsonMD…', 'indices': [98, 121]}]"
1248096244062285824,SofaKingMe,sea lips,"The sacrifice is not shared nor equal. ""I am a single mother with three children and I personally live in a one-bed… https://t.co/rvv0REbqvA",[],6372,224,371,2020-04-09 03:51:47,"[{'url': 'https://t.co/rvv0REbqvA', 'expanded_url': 'https://twitter.com/i/web/status/1248096244062285824', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]"
1248096243311509505,GrippaldiPaul,Paul Grippaldi,RT @sfpelosi: “You cannot expect us to ossify inequality in access to capital as we try to fight the #coronavirus.” - @SpeakerPelosi urges…,"[{'text': 'coronavirus', 'indices': [101, 113]}]",5138,43,117,2020-04-09 03:51:47,[]
1248096243265478656,PurpleIsCovfefe,🇺🇸🙏🏻💜Rebel Sherri💜🌷{⭐️},"RT @zeusFanHouse: #Pandemic Accelerating #Robot Takeover, Fueling Unemployment #Crisis

#Transhumanist agenda in full swing

https://t.co/Z…","[{'text': 'Pandemic', 'indices': [18, 27]}, {'text': 'Robot', 'indices': [41, 47]}, {'text': 'Crisis', 'indices': [79, 86]}, {'text': 'Transhumanist', 'indices': [88, 102]}]",63044,33305,33022,2020-04-09 03:51:47,[]
1248096243160616960,cesaramarnews,César Amar,RT @MelloCastroG: Cerramos la noche con 8 casos recuperados de los 17 que han dado positivo para #Coronavirus. Seguimos con los controles e…,"[{'text': 'Coronavirus', 'indices': [97, 109]}]",893,153,865,2020-04-09 03:51:47,[]
1248096241424011265,huubgelderblom,"Huub Gelderblom, MD, PhD, MPH","RT @wellcometrust: Testing will help us delay the #COVID19 pandemic 💬 @JeremyFarrar
 
But it’s vital that we focus on the long-term exit st…","[{'text': 'COVID19', 'indices': [50, 58]}]",2609,281,2274,2020-04-09 03:51:47,[]
1248096241063526401,XCIII_moNctzen,Filsan ~ ACNH 🏝FRIENDS CODE PINNED,RT @onlyyoontv: #Coronavirus ground zero #Wuhan reopens after a 76-day lockdown. #China state media showcase a midnight light show marking…,"[{'text': 'Coronavirus', 'indices': [16, 28]}, {'text': 'Wuhan', 'indices': [41, 47]}, {'text': 'China', 'indices': [81, 87]}]",33621,505,328,2020-04-09 03:51:47,[]
1248096240996192257,AntoAzuraaa,Antonius,"RT @michaeljohns: Accurate reporting of America's #coronavirus deaths is important as we assess next steps. 

Yet, there is a difference be…","[{'text': 'coronavirus', 'indices': [50, 62]}]",6993,462,529,2020-04-09 03:51:47,[]
1248096240958652417,SharkRadioNet,Shark Radio Network,RT @Articul8Madness: #MAGA #KAG #KeepAmericaGreat #KAGA2020 #MAGA2020 #COVID19 #WuhanVirus #CoronaVirus #MAGA #FoxNews #CNN #TheLead #FoxAn…,"[{'text': 'MAGA', 'indices': [21, 26]}, {'text': 'KAG', 'indices': [27, 31]}, {'text': 'KeepAmericaGreat', 'indices': [32, 49]}, {'text': 'KAGA2020', 'indices': [50, 59]}, {'text': 'MAGA2020', 'indices': [60, 69]}, {'text': 'COVID19', 'indices': [70, 78]}, {'text': 'WuhanVirus', 'indices': [79, 90]}, {'text': 'CoronaVirus', 'indices': [91, 103]}, {'text': 'MAGA', 'indices': [104, 109]}, {'text': 'FoxNews', 'indices': [110, 118]}, {'text': 'CNN', 'indices': [119, 123]}, {'text': 'TheLead', 'indices': [124, 132]}]",51485,1004,2,2020-04-09 03:51:47,[]
1248096240195141632,GargiRawat,Gargi Rawat,30 Health Workers At AIIMS Quarantined As Patient Tests COVID-19 Positive .. Patient had come to hospital with neur… https://t.co/jVOvkci9lX,[],46485,78509,1553,2020-04-09 03:51:46,"[{'url': 'https://t.co/jVOvkci9lX', 'expanded_url': 'https://twitter.com/i/web/status/1248096240195141632', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]"
1248096239301902336,JeffChilds2,Jeff Childs,"RT @michaelcoren: 1) A Freudian slip? 
2) Yet another example of gross ineptitude?
3) A crass attempt to be partisan during a world crisis?…",[],749,16,82,2020-04-09 03:51:46,[]
1248096239142535175,thian7777,Thian Velez,@ActualidadRT Nunca estoy de acuerdo con #Trump . Pero esta vez    estoy de acuerdo con lo que dijo ..  la #OMS min… https://t.co/Mq8hXaW78U,"[{'text': 'Trump', 'indices': [41, 47]}, {'text': 'OMS', 'indices': [107, 111]}]",426,13,63,2020-04-09 03:51:46,"[{'url': 'https://t.co/Mq8hXaW78U', 'expanded_url': 'https://twitter.com/i/web/status/1248096239142535175', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]"
1248096238899040256,ridwanyangitu,Muqotili Al_Haqiqo,"RT @mouza_zild: 🇨🇳 China :

Untuk menyelesaikan tugas di Wuhan dan kampanye keberhasilan mengatasi #coronavirus, Petugas komunitas diam-dia…","[{'text': 'coronavirus', 'indices': [99, 111]}]",13121,489,529,2020-04-09 03:51:46,[]
1248096238861500417,agam681,🇺🇸agam68,RT @FrankLuntz: ABC News cited two “sources” today saying that Trump had received an intel briefing in November 2019 warning of an impendin…,[],13915,400,713,2020-04-09 03:51:46,[]
1248096238823780352,Margiopaz,Mariciel,RT @ArrauQuirke: @GiorgioJackson Foto sacada en el día de ayer 🤣🤣 antes de la votación #Covid19Chile #CoronavirusChile #coronavirus #FelizM…,"[{'text': 'Covid19Chile', 'indices': [87, 100]}, {'text': 'CoronavirusChile', 'indices': [101, 118]}, {'text': 'coronavirus', 'indices': [119, 131]}]",49149,1780,1986,2020-04-09 03:51:46,[]
1248096238593073152,jean_cordova,Tu padre,"RT @FelipeCalderon: ¿cuántos casos hay en poblacion que no vi, porque no llegaron a consulta? Qué cinismo. Son miles de casos que llegaron…",[],8700,1516,2398,2020-04-09 03:51:46,[]
1248096237892575234,cestlaviv,Vivien Chaos Free Julian Assange IMMEDIATELY 🔊,"RT @NidaQadirMD: Yes, patients do recover from #COVID19 #ARDS. And yes, my #ICU team does do an #extubation dance every time we liberate so…","[{'text': 'COVID19', 'indices': [47, 55]}, {'text': 'ARDS', 'indices': [56, 61]}, {'text': 'ICU', 'indices': [75, 79]}, {'text': 'extubation', 'indices': [96, 107]}]",284429,20862,21065,2020-04-09 03:51:46,[]
1248096237766623232,teenmd,Sophia Yen MD,@MSNBC Dr. Wang of @StanfordChild Stanford shares the How to defeat #COVID19 playbook. 120+ public health measures… https://t.co/NlCuVGabwo,"[{'text': 'COVID19', 'indices': [68, 76]}]",25955,3317,4261,2020-04-09 03:51:46,"[{'url': 'https://t.co/NlCuVGabwo', 'expanded_url': 'https://twitter.com/i/web/status/1248096237766623232', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]"
1248096235988242433,BeytonPeal,Pey to the Tos,"RT @meekwire: BREAKING @ABCInvestigates — Intelligence reports warned of #coronavirus crisis as early as November: Sources

https://t.co/Z2…","[{'text': 'coronavirus', 'indices': [73, 85]}]",6118,44,102,2020-04-09 03:51:45,[]
1248096235707412482,dennycprabowo,Denny C Prabowo,Berjemur 🌞 santai kayak di pinggir pantai 🏄 #NengOmahAe #DiRumahAja #stayathome #coronavirus #COVID19… https://t.co/ia5Q4rZwXS,"[{'text': 'NengOmahAe', 'indices': [44, 55]}, {'text': 'DiRumahAja', 'indices': [56, 67]}, {'text': 'stayathome', 'indices': [68, 79]}, {'text': 'coronavirus', 'indices': [80, 92]}, {'text': 'COVID19', 'indices': [93, 101]}]",3147,162,89,2020-04-09 03:51:45,"[{'url': 'https://t.co/ia5Q4rZwXS', 'expanded_url': 'https://twitter.com/i/web/status/1248096235707412482', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [103, 126]}]"
1248096235556347909,migo64587452,migo,"RT @B52Malmet: In the United States 427, 824 cases of reported #coronavirus cases. 14,721 dead Americans. @maddow says an American dies eve…","[{'text': 'coronavirus', 'indices': [63, 75]}]",72287,2592,2889,2020-04-09 03:51:45,[]
1248096234503467008,shoaibiz,Kashur_kot,"RT @ClaudeRakisits: Sadly, the #coronavirus issue has completely sucked up the international community’s attention, leaving #Kashmir hangin…","[{'text': 'coronavirus', 'indices': [31, 43]}, {'text': 'Kashmir', 'indices': [124, 132]}]",1574,100,178,2020-04-09 03:51:45,[]
